name,a,b,elements,crystal_system,point_group,formula,plane,num_elements
Sr2Ge2Pb (110),4.66429066,15.947264079117083,"Ge, Pb, Sr",Orthorhombic,mmm,Sr2Ge2Pb,(110),3
Sr2Ge2Se5 (001),8.525354373212359,12.39348995,"Ge, Se, Sr",Monoclinic,2/m,Sr2Ge2Se5,(001),3
Sr2Ge2Se5 (100),12.20324558708736,12.39348995,"Ge, Se, Sr",Monoclinic,2/m,Sr2Ge2Se5,(100),3
Sr2GeN2 (001),11.78691578,11.78691578,"Ge, N, Sr",Tetragonal,4/mmm,Sr2GeN2,(001),3
Sr2GeN2 (100),5.39456733,11.78691578,"Ge, N, Sr",Tetragonal,4/mmm,Sr2GeN2,(100),3
Sr2GeN2 (101),11.78691578,12.96274431911377,"Ge, N, Sr",Tetragonal,4/mmm,Sr2GeN2,(101),3
Sr2GeO4 (001),5.87113806,9.93002453,"Ge, O, Sr",Orthorhombic,mm2,Sr2GeO4,(001),3
Sr2GeO4 (010),5.87113806,14.2942532,"Ge, O, Sr",Orthorhombic,mm2,Sr2GeO4,(010),3
Sr2GeO4 (100),9.93002453,14.2942532,"Ge, O, Sr",Orthorhombic,mm2,Sr2GeO4,(100),3
Sr2GeO4 (101),9.93002453,15.45302354444886,"Ge, O, Sr",Orthorhombic,mm2,Sr2GeO4,(101),3
Sr2GeO4 (110),11.535841940924048,14.2942532,"Ge, O, Sr",Orthorhombic,mm2,Sr2GeO4,(110),3
Sr2GeS4 (001),6.73273977,6.741049745993152,"Ge, S, Sr",Monoclinic,2/m,Sr2GeS4,(001),3
Sr2GeS4 (100),6.73273977,8.249962181641024,"Ge, S, Sr",Monoclinic,2/m,Sr2GeS4,(100),3
Sr2GeSe4 (001),7.467863782650765,10.66309242877469,"Ge, Se, Sr",Orthorhombic,mm2,Sr2GeSe4,(001),3
Sr2GeSe4 (010),7.467863782650765,10.36699117,"Ge, Se, Sr",Orthorhombic,mm2,Sr2GeSe4,(010),3
Sr2GeSe4 (100),10.36699117,10.66309242877469,"Ge, Se, Sr",Orthorhombic,mm2,Sr2GeSe4,(100),3
Sr2GeSe4 (011),7.467863782650765,14.871988638492503,"Ge, Se, Sr",Orthorhombic,mm2,Sr2GeSe4,(011),3
Sr2GeSe4 (101),10.66309242877469,12.776677791784724,"Ge, Se, Sr",Orthorhombic,mm2,Sr2GeSe4,(101),3
Sr2GeSe4 (110),10.36699117,13.018084713997643,"Ge, Se, Sr",Orthorhombic,mm2,Sr2GeSe4,(110),3
Sr2H5Rh (001),5.33673458537532,5.33673458537532,"H, Rh, Sr",Tetragonal,4mm,Sr2H5Rh,(001),3
Sr2H5Rh (100),5.33673458537532,7.7565849299990015,"H, Rh, Sr",Tetragonal,4mm,Sr2H5Rh,(100),3
Sr2H5Rh (101),5.33673458537532,9.415165734655377,"H, Rh, Sr",Tetragonal,4mm,Sr2H5Rh,(101),3
Sr2H5Rh (110),7.547282429423333,7.7565849299990015,"H, Rh, Sr",Tetragonal,4mm,Sr2H5Rh,(110),3
Sr2H6Os (100),7.624555660000001,7.624555660000001,"H, Os, Sr",Cubic,m-3m,Sr2H6Os,(100),3
Sr2H6Os (110),7.624555660000001,10.782750021440547,"H, Os, Sr",Cubic,m-3m,Sr2H6Os,(110),3
Sr2H6Pt (001),5.62746654,13.789073,"H, Pt, Sr",Orthorhombic,mmm,Sr2H6Pt,(001),3
Sr2H6Pt (010),5.61923657,5.62746654,"H, Pt, Sr",Orthorhombic,mmm,Sr2H6Pt,(010),3
Sr2H6Pt (100),5.61923657,13.789073,"H, Pt, Sr",Orthorhombic,mmm,Sr2H6Pt,(100),3
Sr2H6Pt (011),5.62746654,14.890075682445485,"H, Pt, Sr",Orthorhombic,mmm,Sr2H6Pt,(011),3
Sr2H6Pt (101),7.952622164320705,13.789073,"H, Pt, Sr",Orthorhombic,mmm,Sr2H6Pt,(101),3
Sr2H6Pt (110),5.61923657,14.89318346956582,"H, Pt, Sr",Orthorhombic,mmm,Sr2H6Pt,(110),3
Sr2H6Ru (100),7.59973554,7.59973554,"H, Ru, Sr",Cubic,m-3m,Sr2H6Ru,(100),3
Sr2H6Ru (110),7.59973554,10.747649071116818,"H, Ru, Sr",Cubic,m-3m,Sr2H6Ru,(110),3
Sr2HN (0001),3.813497687331907,6.605171749005275,"H, N, Sr",Trigonal,-3m,Sr2HN,(0001),3
Sr2HgPb (100),8.10759374,8.10759374,"Hg, Pb, Sr",Cubic,m-3m,Sr2HgPb,(100),3
Sr2HgPb (110),8.10759374,11.465869025319206,"Hg, Pb, Sr",Cubic,m-3m,Sr2HgPb,(110),3
Sr2IN (0001),4.022154953772918,6.966576735849542,"I, N, Sr",Trigonal,-3m,Sr2IN,(0001),3
Sr2In3Rh2 (001),4.286520066242158,11.04756692167527,"In, Rh, Sr",Monoclinic,2/m,Sr2In3Rh2,(001),3
Sr2In3Rh2 (100),4.286520066242158,7.995293942257686,"In, Rh, Sr",Monoclinic,2/m,Sr2In3Rh2,(100),3
Sr2In4Au3 (1-100),4.6159149600247025,15.067672810526052,"Au, In, Sr",Hexagonal,-6m2,Sr2In4Au3,(1-100),3
Sr2In4Pt3 (1-100),4.553074140000372,14.727994756591045,"In, Pt, Sr",Hexagonal,-6m2,Sr2In4Pt3,(1-100),3
Sr2InF7 (001),5.457212089764999,12.30250104,"F, In, Sr",Monoclinic,2/m,Sr2InF7,(001),3
Sr2InF7 (100),8.303710361030598,12.30250104,"F, In, Sr",Monoclinic,2/m,Sr2InF7,(100),3
Sr2InHg (100),8.04397858,8.04397858,"Hg, In, Sr",Cubic,m-3m,Sr2InHg,(100),3
Sr2InHg (110),8.04397858,11.37590360327467,"Hg, In, Sr",Cubic,m-3m,Sr2InHg,(110),3
Sr2InPd2 (001),6.05803228,10.462806212252234,"In, Pd, Sr",Monoclinic,2/m,Sr2InPd2,(001),3
Sr2InPd2 (100),6.05803228,8.372782856106374,"In, Pd, Sr",Monoclinic,2/m,Sr2InPd2,(100),3
Sr2InPt2 (001),6.019270141619528,10.348844065362742,"In, Pt, Sr",Monoclinic,2/m,Sr2InPt2,(001),3
Sr2InPt2 (100),6.019270141619528,8.335793884379894,"In, Pt, Sr",Monoclinic,2/m,Sr2InPt2,(100),3
Sr2IrO4 (001),5.4650822985133685,5.4650822985133685,"Ir, O, Sr",Tetragonal,4/mmm,Sr2IrO4,(001),3
Sr2LiSi3 (001),8.518679419980469,14.805937884392183,"Li, Si, Sr",Orthorhombic,mmm,Sr2LiSi3,(001),3
Sr2LiTl (100),8.19099866,8.19099866,"Li, Sr, Tl",Cubic,m-3m,Sr2LiTl,(100),3
Sr2LiTl (110),8.19099866,11.58382139435185,"Li, Sr, Tl",Cubic,m-3m,Sr2LiTl,(110),3
Sr2Mg17 (1-100),10.27107336,10.466107621095732,"Mg, Sr",Hexagonal,6/mmm,Sr2Mg17,(1-100),2
Sr2MgTl (100),8.19790082,8.19790082,"Mg, Sr, Tl",Cubic,m-3m,Sr2MgTl,(100),3
Sr2MgTl (110),8.19790082,11.593582522633517,"Mg, Sr, Tl",Cubic,m-3m,Sr2MgTl,(110),3
Sr2Mn2O5 (001),3.8013612800000365,5.526591070008959,"Mn, O, Sr",Orthorhombic,mmm,Sr2Mn2O5,(001),3
Sr2Mn2O5 (010),3.8013612800000365,10.863120030016853,"Mn, O, Sr",Orthorhombic,mmm,Sr2Mn2O5,(010),3
Sr2Mn2O5 (100),5.526591070008959,10.863120030016853,"Mn, O, Sr",Orthorhombic,mmm,Sr2Mn2O5,(100),3
Sr2Mn2O5 (011),3.8013612800000365,12.188132984245623,"Mn, O, Sr",Orthorhombic,mmm,Sr2Mn2O5,(011),3
Sr2Mn2O5 (101),5.526591070008959,11.509027950597604,"Mn, O, Sr",Orthorhombic,mmm,Sr2Mn2O5,(101),3
Sr2Mn2O5 (110),6.7077236404153,10.863120030016853,"Mn, O, Sr",Orthorhombic,mmm,Sr2Mn2O5,(110),3
Sr2N (0001),3.8408550119047375,6.65255602512457,"N, Sr",Trigonal,-3m,Sr2N,(0001),2
Sr2NCl (0001),3.8930932745441136,6.743035350115097,"Cl, N, Sr",Trigonal,-3m,Sr2NCl,(0001),3
Sr2Nb2O7 (010),3.99200204,5.76557783,"Nb, O, Sr",Orthorhombic,mm2,Sr2Nb2O7,(010),3
Sr2NbN3 (001),6.0553839077761795,11.26161518,"N, Nb, Sr",Monoclinic,2/m,Sr2NbN3,(001),3
Sr2NbN3 (100),11.26161518,12.611110353031176,"N, Nb, Sr",Monoclinic,2/m,Sr2NbN3,(100),3
Sr2P2O7 (001),5.39609935000001,8.916912030000073,"O, P, Sr",Orthorhombic,mmm,Sr2P2O7,(001),3
Sr2P2O7 (010),5.39609935000001,13.178129470000107,"O, P, Sr",Orthorhombic,mmm,Sr2P2O7,(010),3
Sr2P2O7 (100),8.916912030000073,13.178129470000107,"O, P, Sr",Orthorhombic,mmm,Sr2P2O7,(100),3
Sr2P2O7 (011),5.39609935000001,15.911455511009837,"O, P, Sr",Orthorhombic,mmm,Sr2P2O7,(011),3
Sr2P2O7 (101),8.916912030000073,14.24011883809808,"O, P, Sr",Orthorhombic,mmm,Sr2P2O7,(101),3
Sr2P2O7 (110),10.422533681683671,13.178129470000107,"O, P, Sr",Orthorhombic,mmm,Sr2P2O7,(110),3
Sr2P6O17 (001),7.165732027589131,13.28677095,"O, P, Sr",Monoclinic,2,Sr2P6O17,(001),3
Sr2P6O17 (100),7.178967083304336,13.28677095,"O, P, Sr",Monoclinic,2,Sr2P6O17,(100),3
Sr2P6Rh7 (001),11.12076207,11.12076207,"P, Rh, Sr",Tetragonal,-42m,Sr2P6Rh7,(001),3
Sr2P6Rh7 (100),4.10390052,11.12076207,"P, Rh, Sr",Tetragonal,-42m,Sr2P6Rh7,(100),3
Sr2P6Rh7 (101),11.12076207,11.853832650059092,"P, Rh, Sr",Tetragonal,-42m,Sr2P6Rh7,(101),3
Sr2P6Rh7 (110),4.10390052,15.727132543318294,"P, Rh, Sr",Tetragonal,-42m,Sr2P6Rh7,(110),3
Sr2P7Br (100),9.88982955,9.88982955,"Br, P, Sr",Cubic,23,Sr2P7Br,(100),3
Sr2P7Br (110),9.88982955,13.986331079168204,"Br, P, Sr",Cubic,23,Sr2P7Br,(110),3
Sr2P7Cl (001),12.364808,14.786492,"Cl, P, Sr",Monoclinic,2/m,Sr2P7Cl,(001),3
Sr2P7I (100),10.03651114,10.03651114,"I, P, Sr",Cubic,23,Sr2P7I,(100),3
Sr2P7I (110),10.03651114,14.193770173096654,"I, P, Sr",Cubic,23,Sr2P7I,(110),3
Sr2P7Rh12 (1-100),3.896432,9.724128105956849,"P, Rh, Sr",Trigonal,3,Sr2P7Rh12,(1-100),3
Sr2P7Rh12 (1-100),3.874318690204754,9.61660129926026,"P, Rh, Sr",Trigonal,-3,Sr2P7Rh12,(1-100),3
Sr2Pb (001),5.44072897,8.51793654,"Pb, Sr",Orthorhombic,mmm,Sr2Pb,(001),2
Sr2Pb (010),5.44072897,10.15276579,"Pb, Sr",Orthorhombic,mmm,Sr2Pb,(010),2
Sr2Pb (100),8.51793654,10.15276579,"Pb, Sr",Orthorhombic,mmm,Sr2Pb,(100),2
Sr2Pb (011),5.44072897,13.252693918070449,"Pb, Sr",Orthorhombic,mmm,Sr2Pb,(011),2
Sr2Pb (101),8.51793654,11.518688506578846,"Pb, Sr",Orthorhombic,mmm,Sr2Pb,(101),2
Sr2Pb (110),10.107263458744134,10.15276579,"Pb, Sr",Orthorhombic,mmm,Sr2Pb,(110),2
Sr2PbO4 (001),3.5229134,6.18357867,"O, Pb, Sr",Orthorhombic,mmm,Sr2PbO4,(001),3
Sr2PbO4 (010),3.5229134,10.11937897,"O, Pb, Sr",Orthorhombic,mmm,Sr2PbO4,(010),3
Sr2PbO4 (100),6.18357867,10.11937897,"O, Pb, Sr",Orthorhombic,mmm,Sr2PbO4,(100),3
Sr2PbO4 (011),3.5229134,11.85910940612984,"O, Pb, Sr",Orthorhombic,mmm,Sr2PbO4,(011),3
Sr2PbO4 (101),6.18357867,10.715071141265364,"O, Pb, Sr",Orthorhombic,mmm,Sr2PbO4,(101),3
Sr2PbO4 (110),7.116710194463347,10.11937897,"O, Pb, Sr",Orthorhombic,mmm,Sr2PbO4,(110),3
Sr2Pd (001),4.955116,8.322578,"Pd, Sr",Orthorhombic,mmm,Sr2Pd,(001),2
Sr2Pd (010),4.955116,9.820031,"Pd, Sr",Orthorhombic,mmm,Sr2Pd,(010),2
Sr2Pd (100),8.322578,9.820031,"Pd, Sr",Orthorhombic,mmm,Sr2Pd,(100),2
Sr2Pd (011),4.955116,12.872385692133568,"Pd, Sr",Orthorhombic,mmm,Sr2Pd,(011),2
Sr2Pd (101),8.322578,10.999371955453503,"Pd, Sr",Orthorhombic,mmm,Sr2Pd,(101),2
Sr2Pd (110),9.685993967556453,9.820031,"Pd, Sr",Orthorhombic,mmm,Sr2Pd,(110),2
Sr2PdO3 (001),3.539867388582256,4.0053543848085615,"O, Pd, Sr",Orthorhombic,mmm,Sr2PdO3,(001),3
Sr2PdO3 (010),3.539867388582256,12.809855846106869,"O, Pd, Sr",Orthorhombic,mmm,Sr2PdO3,(010),3
Sr2PdO3 (100),4.0053543848085615,12.809855846106869,"O, Pd, Sr",Orthorhombic,mmm,Sr2PdO3,(100),3
Sr2PdO3 (011),3.539867388582256,13.42144815382988,"O, Pd, Sr",Orthorhombic,mmm,Sr2PdO3,(011),3
Sr2PdO3 (101),4.0053543848085615,13.289961171003716,"O, Pd, Sr",Orthorhombic,mmm,Sr2PdO3,(101),3
Sr2PdO3 (110),5.345420926050008,12.809855846106869,"O, Pd, Sr",Orthorhombic,mmm,Sr2PdO3,(110),3
Sr2PtAu (001),4.26513916,11.33465968,"Au, Pt, Sr",Orthorhombic,mm2,Sr2PtAu,(001),3
Sr2PtAu (010),4.26513916,4.61853621,"Au, Pt, Sr",Orthorhombic,mm2,Sr2PtAu,(010),3
Sr2PtAu (100),4.61853621,11.33465968,"Au, Pt, Sr",Orthorhombic,mm2,Sr2PtAu,(100),3
Sr2PtAu (011),4.26513916,12.23950108396984,"Au, Pt, Sr",Orthorhombic,mm2,Sr2PtAu,(011),3
Sr2PtAu (101),6.286675494826075,11.33465968,"Au, Pt, Sr",Orthorhombic,mm2,Sr2PtAu,(101),3
Sr2PtAu (110),4.61853621,12.110570676709797,"Au, Pt, Sr",Orthorhombic,mm2,Sr2PtAu,(110),3
Sr2ReN3 (001),5.465910386561012,11.33774668,"N, Re, Sr",Monoclinic,2/m,Sr2ReN3,(001),3
Sr2ReN3 (100),11.33774668,12.520524233147446,"N, Re, Sr",Monoclinic,2/m,Sr2ReN3,(100),3
Sr2RhF7 (001),5.510786064700961,11.67757002,"F, Rh, Sr",Monoclinic,2/m,Sr2RhF7,(001),3
Sr2RhF7 (100),8.624210662931427,11.67757002,"F, Rh, Sr",Monoclinic,2/m,Sr2RhF7,(100),3
Sr2RhO4 (001),7.709407613642607,7.709407613642607,"O, Rh, Sr",Tetragonal,4/mmm,Sr2RhO4,(001),3
Sr2RhO4 (100),7.709407613642607,13.50394787599031,"O, Rh, Sr",Tetragonal,4/mmm,Sr2RhO4,(100),3
Sr2RhO4 (101),7.709407613642607,15.549648677405989,"O, Rh, Sr",Tetragonal,4/mmm,Sr2RhO4,(101),3
Sr2RhO4 (110),10.902748805075774,13.50394787599031,"O, Rh, Sr",Tetragonal,4/mmm,Sr2RhO4,(110),3
Sr2RuO4 (001),3.9010637869127613,3.9010637869127613,"O, Ru, Sr",Tetragonal,4/mmm,Sr2RuO4,(001),3
Sr2RuO4 (100),3.9010637869127613,12.680851393770222,"O, Ru, Sr",Tetragonal,4/mmm,Sr2RuO4,(100),3
Sr2RuO4 (101),3.9010637869127613,13.267339248713222,"O, Ru, Sr",Tetragonal,4/mmm,Sr2RuO4,(101),3
Sr2RuO4 (110),5.516937315134573,12.680851393770222,"O, Ru, Sr",Tetragonal,4/mmm,Sr2RuO4,(110),3
Sr2Sb2O7 (001),7.481865830000115,7.719902650000161,"O, Sb, Sr",Orthorhombic,mmm,Sr2Sb2O7,(001),3
Sr2Sb2O7 (010),7.481865830000115,10.398523590000174,"O, Sb, Sr",Orthorhombic,mmm,Sr2Sb2O7,(010),3
Sr2Sb2O7 (100),7.719902650000161,10.398523590000174,"O, Sb, Sr",Orthorhombic,mmm,Sr2Sb2O7,(100),3
Sr2Sb2O7 (011),7.481865830000115,12.950914630915825,"O, Sb, Sr",Orthorhombic,mmm,Sr2Sb2O7,(011),3
Sr2Sb2O7 (101),7.719902650000161,12.810449217334785,"O, Sb, Sr",Orthorhombic,mmm,Sr2Sb2O7,(101),3
Sr2Sb2O7 (110),10.398523590000174,10.750591296463782,"O, Sb, Sr",Orthorhombic,mmm,Sr2Sb2O7,(110),3
Sr2Sb3 (001),6.734146972616624,13.09169727,"Sb, Sr",Monoclinic,2/m,Sr2Sb3,(001),2
Sr2Sb3 (100),13.09169727,15.370955923573414,"Sb, Sr",Monoclinic,2/m,Sr2Sb3,(100),2
Sr2Si (001),5.1525517,8.10749225,"Si, Sr",Orthorhombic,mmm,Sr2Si,(001),2
Sr2Si (010),5.1525517,9.59401736,"Si, Sr",Orthorhombic,mmm,Sr2Si,(010),2
Sr2Si (100),8.10749225,9.59401736,"Si, Sr",Orthorhombic,mmm,Sr2Si,(100),2
Sr2Si (011),5.1525517,12.56091555929708,"Si, Sr",Orthorhombic,mmm,Sr2Si,(011),2
Sr2Si (101),8.10749225,10.89008531303379,"Si, Sr",Orthorhombic,mmm,Sr2Si,(101),2
Sr2Si (110),9.59401736,9.606259397131797,"Si, Sr",Orthorhombic,mmm,Sr2Si,(110),2
Sr2Si5N8 (001),5.70778879,6.839340739999999,"N, Si, Sr",Orthorhombic,mm2,Sr2Si5N8,(001),3
Sr2Si5N8 (010),5.70778879,9.330616899999999,"N, Si, Sr",Orthorhombic,mm2,Sr2Si5N8,(010),3
Sr2Si5N8 (100),6.839340739999999,9.330616899999999,"N, Si, Sr",Orthorhombic,mm2,Sr2Si5N8,(100),3
Sr2Si5N8 (011),5.70778879,11.56879395150546,"N, Si, Sr",Orthorhombic,mm2,Sr2Si5N8,(011),3
Sr2Si5N8 (101),6.839340739999999,10.937973514587393,"N, Si, Sr",Orthorhombic,mm2,Sr2Si5N8,(101),3
Sr2Si5N8 (110),8.908166737835199,9.330616899999999,"N, Si, Sr",Orthorhombic,mm2,Sr2Si5N8,(110),3
Sr2SiO4 (001),5.6806826989045405,7.09729398,"O, Si, Sr",Monoclinic,2/m,Sr2SiO4,(001),3
Sr2SiO4 (100),7.09729398,11.01353724445855,"O, Si, Sr",Monoclinic,2/m,Sr2SiO4,(100),3
Sr2SiS4 (001),6.608739210451856,6.65954238,"S, Si, Sr",Monoclinic,2/m,Sr2SiS4,(001),3
Sr2SiS4 (100),6.65954238,8.262281767225335,"S, Si, Sr",Monoclinic,2/m,Sr2SiS4,(100),3
Sr2Sn (001),5.37720745,8.459014130000256,"Sn, Sr",Orthorhombic,mmm,Sr2Sn,(001),2
Sr2Sn (010),5.37720745,10.10101403000048,"Sn, Sr",Orthorhombic,mmm,Sr2Sn,(010),2
Sr2Sn (100),8.459014130000256,10.10101403000048,"Sn, Sr",Orthorhombic,mmm,Sr2Sn,(100),2
Sr2Sn (011),5.37720745,13.175181383412166,"Sn, Sr",Orthorhombic,mmm,Sr2Sn,(011),2
Sr2Sn (101),8.459014130000256,11.443113404777653,"Sn, Sr",Orthorhombic,mmm,Sr2Sn,(101),2
Sr2Sn (110),10.023436537030575,10.10101403000048,"Sn, Sr",Orthorhombic,mmm,Sr2Sn,(110),2
Sr2SnHg (100),8.06216046,8.06216046,"Hg, Sn, Sr",Cubic,m-3m,Sr2SnHg,(100),3
Sr2SnHg (110),8.06216046,11.40161666456011,"Hg, Sn, Sr",Cubic,m-3m,Sr2SnHg,(110),3
Sr2SnO4 (001),5.77743647,5.77743647,"O, Sn, Sr",Tetragonal,4/mmm,Sr2SnO4,(001),3
Sr2SnO4 (100),5.77743647,12.53448174,"O, Sn, Sr",Tetragonal,4/mmm,Sr2SnO4,(100),3
Sr2SnO4 (101),5.77743647,13.8018840980237,"O, Sn, Sr",Tetragonal,4/mmm,Sr2SnO4,(101),3
Sr2SnO4 (110),8.17052901162294,12.53448174,"O, Sn, Sr",Tetragonal,4/mmm,Sr2SnO4,(110),3
Sr2SnS4 (001),7.305012745666861,10.425813759942349,"S, Sn, Sr",Orthorhombic,mm2,Sr2SnS4,(001),3
Sr2SnS4 (010),7.305012745666861,10.06368682,"S, Sn, Sr",Orthorhombic,mm2,Sr2SnS4,(010),3
Sr2SnS4 (100),10.06368682,10.425813759942349,"S, Sn, Sr",Orthorhombic,mm2,Sr2SnS4,(100),3
Sr2SnS4 (011),7.305012745666861,14.490527422010729,"S, Sn, Sr",Orthorhombic,mm2,Sr2SnS4,(011),3
Sr2SnS4 (101),10.425813759942349,12.435473598757588,"S, Sn, Sr",Orthorhombic,mm2,Sr2SnS4,(101),3
Sr2SnS4 (110),10.06368682,12.730310434995625,"S, Sn, Sr",Orthorhombic,mm2,Sr2SnS4,(110),3
Sr2SnS5 (001),4.10389085,11.7787302,"S, Sn, Sr",Orthorhombic,222,Sr2SnS5,(001),3
Sr2SnS5 (010),4.10389085,15.8119408,"S, Sn, Sr",Orthorhombic,222,Sr2SnS5,(010),3
Sr2SnS5 (100),11.7787302,15.8119408,"S, Sn, Sr",Orthorhombic,222,Sr2SnS5,(100),3
Sr2SnS5 (110),12.473187452816772,15.8119408,"S, Sn, Sr",Orthorhombic,222,Sr2SnS5,(110),3
Sr2SnSe5 (001),8.70279651,12.17199499,"Se, Sn, Sr",Orthorhombic,222,Sr2SnSe5,(001),3
Sr2Ta2O7 (010),3.961568,5.71108702,"O, Sr, Ta",Orthorhombic,mm2,Sr2Ta2O7,(010),3
Sr2TaN3 (001),6.022456344416895,11.28993776,"N, Sr, Ta",Monoclinic,2/m,Sr2TaN3,(001),3
Sr2TaN3 (100),11.28993776,12.618950716211813,"N, Sr, Ta",Monoclinic,2/m,Sr2TaN3,(100),3
Sr2TcO4 (001),3.84513424,3.84513424,"O, Sr, Tc",Tetragonal,4/mmm,Sr2TcO4,(001),3
Sr2TcO4 (100),3.84513424,12.96407136,"O, Sr, Tc",Tetragonal,4/mmm,Sr2TcO4,(100),3
Sr2TcO4 (101),3.84513424,13.522285441107677,"O, Sr, Tc",Tetragonal,4/mmm,Sr2TcO4,(101),3
Sr2TcO4 (110),5.437840991353164,12.96407136,"O, Sr, Tc",Tetragonal,4/mmm,Sr2TcO4,(110),3
Sr2TiO4 (001),3.8962355125618773,3.8962355125618773,"O, Sr, Ti",Tetragonal,4/mmm,Sr2TiO4,(001),3
Sr2TiO4 (100),3.8962355125618773,12.594377779663176,"O, Sr, Ti",Tetragonal,4/mmm,Sr2TiO4,(100),3
Sr2TiO4 (101),3.8962355125618773,13.183284978571232,"O, Sr, Ti",Tetragonal,4/mmm,Sr2TiO4,(101),3
Sr2TiO4 (110),5.510109104064695,12.594377779663176,"O, Sr, Ti",Tetragonal,4/mmm,Sr2TiO4,(110),3
Sr2Tl2O5 (001),3.522760930722183,11.548160405276175,"O, Sr, Tl",Orthorhombic,mm2,Sr2Tl2O5,(001),3
Sr2Tl2O5 (010),3.522760930722183,13.941108890103639,"O, Sr, Tl",Orthorhombic,mm2,Sr2Tl2O5,(010),3
Sr2Tl2O5 (100),11.548160405276175,13.941108890103639,"O, Sr, Tl",Orthorhombic,mm2,Sr2Tl2O5,(100),3
Sr2Tl2O5 (101),11.548160405276175,14.379303239752243,"O, Sr, Tl",Orthorhombic,mm2,Sr2Tl2O5,(101),3
Sr2Tl2O5 (110),12.073518680194725,13.941108890103639,"O, Sr, Tl",Orthorhombic,mm2,Sr2Tl2O5,(110),3
Sr2TlCd (100),8.09280156,8.09280156,"Cd, Sr, Tl",Cubic,m-3m,Sr2TlCd,(100),3
Sr2TlCd (110),8.09280156,11.444949723746142,"Cd, Sr, Tl",Cubic,m-3m,Sr2TlCd,(110),3
Sr2TlHg (100),8.0308358,8.0308358,"Hg, Sr, Tl",Cubic,m-3m,Sr2TlHg,(100),3
Sr2TlHg (110),8.0308358,11.357316905551386,"Hg, Sr, Tl",Cubic,m-3m,Sr2TlHg,(110),3
Sr2UO5 (001),5.68778583,8.089895259384102,"O, Sr, U",Monoclinic,2/m,Sr2UO5,(001),3
Sr2UO5 (100),5.68778583,11.926078774809985,"O, Sr, U",Monoclinic,2/m,Sr2UO5,(100),3
Sr2VN3 (001),5.717053705215011,11.01004332,"N, Sr, V",Monoclinic,2/m,Sr2VN3,(001),3
Sr2VN3 (100),11.01004332,12.315042174419842,"N, Sr, V",Monoclinic,2/m,Sr2VN3,(100),3
Sr2Zn5Si3 (001),4.24266099,4.24266099,"Si, Sr, Zn",Tetragonal,4mm,Sr2Zn5Si3,(001),3
Sr2Zn5Si3 (100),4.24266099,10.62097809,"Si, Sr, Zn",Tetragonal,4mm,Sr2Zn5Si3,(100),3
Sr2Zn5Si3 (101),4.24266099,11.437016563087063,"Si, Sr, Zn",Tetragonal,4mm,Sr2Zn5Si3,(101),3
Sr2Zn5Si3 (110),6.000028712609263,10.62097809,"Si, Sr, Zn",Tetragonal,4mm,Sr2Zn5Si3,(110),3
Sr2ZnN2 (001),3.8591551526387557,3.8591551526387557,"N, Sr, Zn",Tetragonal,4/mmm,Sr2ZnN2,(001),3
Sr2ZnN2 (100),3.8591551526387557,12.806557819802462,"N, Sr, Zn",Tetragonal,4/mmm,Sr2ZnN2,(100),3
Sr2ZnN2 (101),3.8591551526387557,13.375387907798482,"N, Sr, Zn",Tetragonal,4/mmm,Sr2ZnN2,(101),3
Sr2ZnN2 (110),5.457669556163741,12.806557819802462,"N, Sr, Zn",Tetragonal,4/mmm,Sr2ZnN2,(110),3
Sr2Zr7O16 (0001),6.41820912150805,11.116664292053951,"O, Sr, Zr",Trigonal,-3,Sr2Zr7O16,(0001),3
Sr3(AlAs2)2 (001),10.47245828,13.572563356855254,"Al, As, Sr",Monoclinic,2/m,Sr3(AlAs2)2,(001),3
Sr3(AlAs2)2 (100),6.844473620056162,10.47245828,"Al, As, Sr",Monoclinic,2/m,Sr3(AlAs2)2,(100),3
Sr3(AlGe)2 (001),4.23171767928939,4.865647307614944,"Al, Ge, Sr",Orthorhombic,mmm,Sr3(AlGe)2,(001),3
Sr3(AlGe2)2 (001),4.1790902,12.72140623364571,"Al, Ge, Sr",Monoclinic,2/m,Sr3(AlGe2)2,(001),3
Sr3(AlGe2)2 (100),4.1790902,8.871764476005744,"Al, Ge, Sr",Monoclinic,2/m,Sr3(AlGe2)2,(100),3
Sr3(AlN2)2 (001),5.91148632,9.58619902,"Al, N, Sr",Orthorhombic,mmm,Sr3(AlN2)2,(001),3
Sr3(AlN2)2 (010),5.91148632,9.99181118,"Al, N, Sr",Orthorhombic,mmm,Sr3(AlN2)2,(010),3
Sr3(AlN2)2 (100),9.58619902,9.99181118,"Al, N, Sr",Orthorhombic,mmm,Sr3(AlN2)2,(100),3
Sr3(AlN2)2 (011),5.91148632,13.846714495064234,"Al, N, Sr",Orthorhombic,mmm,Sr3(AlN2)2,(011),3
Sr3(AlN2)2 (101),9.58619902,11.609563349597611,"Al, N, Sr",Orthorhombic,mmm,Sr3(AlN2)2,(101),3
Sr3(AlN2)2 (110),9.99181118,11.262365744487084,"Al, N, Sr",Orthorhombic,mmm,Sr3(AlN2)2,(110),3
Sr3(AlP2)2 (001),10.180657505412633,13.204260463563305,"Al, P, Sr",Monoclinic,2/m,Sr3(AlP2)2,(001),3
