name,a,b,elements,crystal_system,point_group,formula,plane,num_elements
Sr3(AlP2)2 (100),6.683226252562913,10.180657505412633,"Al, P, Sr",Monoclinic,2/m,Sr3(AlP2)2,(100),3
Sr3(AlSi)2 (001),4.206382978709225,4.8499378122435015,"Al, Si, Sr",Orthorhombic,mmm,Sr3(AlSi)2,(001),3
Sr3(AlSn)2 (001),4.492145758839733,4.986903440923634,"Al, Sn, Sr",Orthorhombic,mmm,Sr3(AlSn)2,(001),3
Sr3(AsO4)2 (0001),5.596718668687285,9.693801089835624,"As, O, Sr",Trigonal,-3m,Sr3(AsO4)2,(0001),3
Sr3(B3Rh4)2 (001),5.5784229377199965,9.983174650000104,"B, Rh, Sr",Orthorhombic,mmm,Sr3(B3Rh4)2,(001),3
Sr3(BN2)2 (100),7.647093469999999,7.647093469999999,"B, N, Sr",Cubic,m-3m,Sr3(BN2)2,(100),3
Sr3(BN2)2 (110),7.647093469999999,10.814623298008732,"B, N, Sr",Cubic,m-3m,Sr3(BN2)2,(110),3
Sr3(BO3)2 (0001),9.072763639648576,15.714487588934862,"B, O, Sr",Trigonal,-3m,Sr3(BO3)2,(0001),3
Sr3(BO3)2 (1-100),9.072763639648576,12.497117527199716,"B, O, Sr",Trigonal,-3m,Sr3(BO3)2,(1-100),3
Sr3(BO3)2 (11-20),12.497117527199716,15.714487588934862,"B, O, Sr",Trigonal,-3m,Sr3(BO3)2,(11-20),3
Sr3(BS3)2 (001),6.64926208,10.24952350563415,"B, S, Sr",Monoclinic,2/m,Sr3(BS3)2,(001),3
Sr3(BS3)2 (100),6.64926208,15.514946379859634,"B, S, Sr",Monoclinic,2/m,Sr3(BS3)2,(100),3
Sr3(CoO3)2 (1-100),9.60093147137022,10.706794000522333,"Co, O, Sr",Trigonal,-3m,Sr3(CoO3)2,(1-100),3
Sr3(FeO3)2 (001),3.891800606536495,3.891800606536495,"Fe, O, Sr",Tetragonal,4/mmm,Sr3(FeO3)2,(001),3
Sr3(GaAs2)2 (001),10.5248795,13.562120045906193,"As, Ga, Sr",Monoclinic,2/m,Sr3(GaAs2)2,(001),3
Sr3(GaAs2)2 (100),6.831916269420578,10.5248795,"As, Ga, Sr",Monoclinic,2/m,Sr3(GaAs2)2,(100),3
Sr3(GaIr)4 (100),7.759453193349852,7.759453193349852,"Ga, Ir, Sr",Cubic,-43m,Sr3(GaIr)4,(100),3
Sr3(GaIr)4 (110),7.759453193349852,10.973523942634584,"Ga, Ir, Sr",Cubic,-43m,Sr3(GaIr)4,(110),3
Sr3(GaN2)2 (001),5.95305826,9.55679643,"Ga, N, Sr",Orthorhombic,mmm,Sr3(GaN2)2,(001),3
Sr3(GaN2)2 (010),5.95305826,10.281423,"Ga, N, Sr",Orthorhombic,mmm,Sr3(GaN2)2,(010),3
Sr3(GaN2)2 (100),9.55679643,10.281423,"Ga, N, Sr",Orthorhombic,mmm,Sr3(GaN2)2,(100),3
Sr3(GaN2)2 (011),5.95305826,14.037094318604181,"Ga, N, Sr",Orthorhombic,mmm,Sr3(GaN2)2,(011),3
Sr3(GaN2)2 (101),9.55679643,11.880511838800684,"Ga, N, Sr",Orthorhombic,mmm,Sr3(GaN2)2,(101),3
Sr3(GaN2)2 (110),10.281423,11.259274428284222,"Ga, N, Sr",Orthorhombic,mmm,Sr3(GaN2)2,(110),3
Sr3(GaP2)2 (001),10.22308682,13.217109488682349,"Ga, P, Sr",Monoclinic,2/m,Sr3(GaP2)2,(001),3
Sr3(GaP2)2 (100),6.66012931716063,10.22308682,"Ga, P, Sr",Monoclinic,2/m,Sr3(GaP2)2,(100),3
Sr3(GeN)2 (001),3.88487592,9.05306976377287,"Ge, N, Sr",Monoclinic,2/m,Sr3(GeN)2,(001),3
Sr3(GeN)2 (100),3.88487592,9.655559840521427,"Ge, N, Sr",Monoclinic,2/m,Sr3(GeN)2,(100),3
Sr3(InP2)2 (001),4.3060544,6.92890541,"In, P, Sr",Orthorhombic,mmm,Sr3(InP2)2,(001),3
Sr3(LiSb)4 (001),4.8353395591880055,7.508191666522747,"Li, Sb, Sr",Orthorhombic,mmm,Sr3(LiSb)4,(001),3
Sr3(LiSb)4 (010),4.8353395591880055,9.104400255148843,"Li, Sb, Sr",Orthorhombic,mmm,Sr3(LiSb)4,(010),3
Sr3(LiSb)4 (100),7.508191666522747,9.104400255148843,"Li, Sb, Sr",Orthorhombic,mmm,Sr3(LiSb)4,(100),3
Sr3(LiSb)4 (011),4.8353395591880055,11.800976489562037,"Li, Sb, Sr",Orthorhombic,mmm,Sr3(LiSb)4,(011),3
Sr3(LiSb)4 (101),7.508191666522747,10.308763876362809,"Li, Sb, Sr",Orthorhombic,mmm,Sr3(LiSb)4,(101),3
Sr3(LiSb)4 (110),8.930478752781964,9.104400255148843,"Li, Sb, Sr",Orthorhombic,mmm,Sr3(LiSb)4,(110),3
Sr3(PO4)2 (0001),5.38966450587569,9.335172759927302,"O, P, Sr",Trigonal,-3m,Sr3(PO4)2,(0001),3
Sr3(SnIr)4 (100),8.126274611459882,8.126274611459882,"Ir, Sn, Sr",Cubic,-43m,Sr3(SnIr)4,(100),3
Sr3(SnIr)4 (110),8.126274611459882,11.49228776709472,"Ir, Sn, Sr",Cubic,-43m,Sr3(SnIr)4,(110),3
Sr3Al2O6 (100),15.99991462,15.99991462,"Al, O, Sr",Cubic,m-3,Sr3Al2O6,(100),3
Sr3AlAs3 (010),6.59881774,12.74786368,"Al, As, Sr",Orthorhombic,mmm,Sr3AlAs3,(010),3
Sr3AlSb3 (010),6.94697624,13.60284658,"Al, Sb, Sr",Orthorhombic,mmm,Sr3AlSb3,(010),3
Sr3As4 (001),6.0194393744270505,14.937709010000175,"As, Sr",Orthorhombic,mm2,Sr3As4,(001),2
Sr3AsN (100),5.09566939,5.09566939,"As, N, Sr",Cubic,m-3m,Sr3AsN,(100),3
Sr3AsN (110),5.09566939,7.206364760707437,"As, N, Sr",Cubic,m-3m,Sr3AsN,(110),3
Sr3AsN (111),7.206364760707437,12.481789903419216,"As, N, Sr",Cubic,m-3m,Sr3AsN,(111),3
Sr3BiN (100),5.23493993,5.23493993,"Bi, N, Sr",Cubic,m-3m,Sr3BiN,(100),3
Sr3BiN (110),5.23493993,7.403323047214462,"Bi, N, Sr",Cubic,m-3m,Sr3BiN,(110),3
Sr3BiN (111),7.403323047214462,12.82293166262109,"Bi, N, Sr",Cubic,m-3m,Sr3BiN,(111),3
Sr3CrN3 (0001),7.786569454517772,13.486733911888658,"Cr, N, Sr",Hexagonal,6/m,Sr3CrN3,(0001),3
Sr3CrN3 (1-100),5.22955166,7.786569454517772,"Cr, N, Sr",Hexagonal,6/m,Sr3CrN3,(1-100),3
Sr3CrN3 (1-102),7.786569454517772,14.465137475139887,"Cr, N, Sr",Hexagonal,6/m,Sr3CrN3,(1-102),3
Sr3CrN3 (11-20),5.22955166,13.486733911888658,"Cr, N, Sr",Hexagonal,6/m,Sr3CrN3,(11-20),3
Sr3CrN4 (001),9.57395428,10.18786695,"Cr, N, Sr",Orthorhombic,mmm,Sr3CrN4,(001),3
Sr3CrN4 (010),9.57395428,11.25507819,"Cr, N, Sr",Orthorhombic,mmm,Sr3CrN4,(010),3
Sr3CrN4 (100),10.18786695,11.25507819,"Cr, N, Sr",Orthorhombic,mmm,Sr3CrN4,(100),3
Sr3CrN4 (011),9.57395428,15.181219254523532,"Cr, N, Sr",Orthorhombic,mmm,Sr3CrN4,(011),3
Sr3CrN4 (101),10.18786695,14.776243961797059,"Cr, N, Sr",Orthorhombic,mmm,Sr3CrN4,(101),3
Sr3CrN4 (110),11.25507819,13.9804589891188,"Cr, N, Sr",Orthorhombic,mmm,Sr3CrN4,(110),3
Sr3Fe2O7 (001),3.8248342728488787,3.8248342728488787,"Fe, O, Sr",Tetragonal,4/mmm,Sr3Fe2O7,(001),3
Sr3GaAs3 (001),6.52298524,12.80792584,"As, Ga, Sr",Orthorhombic,mmm,Sr3GaAs3,(001),3
Sr3GaN3 (0001),7.580216797661614,13.129320625936966,"Ga, N, Sr",Hexagonal,6/m,Sr3GaN3,(0001),3
Sr3GaN3 (1-100),5.41817207,7.580216797661614,"Ga, N, Sr",Hexagonal,6/m,Sr3GaN3,(1-100),3
Sr3GaN3 (1-102),7.580216797661614,14.203367511924135,"Ga, N, Sr",Hexagonal,6/m,Sr3GaN3,(1-102),3
Sr3GaN3 (11-20),5.41817207,13.129320625936966,"Ga, N, Sr",Hexagonal,6/m,Sr3GaN3,(11-20),3
Sr3GaSb3 (001),11.81344448634658,14.6022999,"Ga, Sb, Sr",Monoclinic,2/m,Sr3GaSb3,(001),3
Sr3GaSb3 (100),13.563435317792539,14.6022999,"Ga, Sb, Sr",Monoclinic,2/m,Sr3GaSb3,(100),3
Sr3GeO (001),7.13911044,7.16585385,"Ge, O, Sr",Orthorhombic,mmm,Sr3GeO,(001),3
Sr3GeO (010),7.13911044,10.12552174,"Ge, O, Sr",Orthorhombic,mmm,Sr3GeO,(010),3
Sr3GeO (100),7.16585385,10.12552174,"Ge, O, Sr",Orthorhombic,mmm,Sr3GeO,(100),3
Sr3GeO (011),7.13911044,12.404662506766254,"Ge, O, Sr",Orthorhombic,mmm,Sr3GeO,(011),3
Sr3GeO (101),7.16585385,12.389232760010993,"Ge, O, Sr",Orthorhombic,mmm,Sr3GeO,(101),3
Sr3GeO (110),10.11515493079947,10.12552174,"Ge, O, Sr",Orthorhombic,mmm,Sr3GeO,(110),3
Sr3Hg2 (001),9.01208184,9.01208184,"Hg, Sr",Tetragonal,4/mmm,Sr3Hg2,(001),2
Sr3Hg2 (100),4.49416387,9.01208184,"Hg, Sr",Tetragonal,4/mmm,Sr3Hg2,(100),2
Sr3Hg2 (101),9.01208184,10.07050783134948,"Hg, Sr",Tetragonal,4/mmm,Sr3Hg2,(101),2
Sr3Hg2 (110),4.49416387,12.74500836334428,"Hg, Sr",Tetragonal,4/mmm,Sr3Hg2,(110),2
Sr3In11 (001),4.844912699174584,11.421251329302265,"In, Sr",Orthorhombic,mmm,Sr3In11,(001),2
Sr3In11 (010),4.844912699174584,14.449231663837201,"In, Sr",Orthorhombic,mmm,Sr3In11,(010),2
Sr3In11 (100),11.421251329302265,14.449231663837201,"In, Sr",Orthorhombic,mmm,Sr3In11,(100),2
Sr3In11 (101),11.421251329302265,15.239864656152912,"In, Sr",Orthorhombic,mmm,Sr3In11,(101),2
Sr3In11 (110),12.406375820106044,14.449231663837201,"In, Sr",Orthorhombic,mmm,Sr3In11,(110),2
Sr3InP3 (001),4.33893351,12.88862246,"In, P, Sr",Orthorhombic,mmm,Sr3InP3,(001),3
Sr3InP3 (010),4.33893351,13.92308198,"In, P, Sr",Orthorhombic,mmm,Sr3InP3,(010),3
Sr3InP3 (100),12.88862246,13.92308198,"In, P, Sr",Orthorhombic,mmm,Sr3InP3,(100),3
Sr3InP3 (101),12.88862246,14.583502865429883,"In, P, Sr",Orthorhombic,mmm,Sr3InP3,(101),3
Sr3InP3 (110),13.599372519370789,13.92308198,"In, P, Sr",Orthorhombic,mmm,Sr3InP3,(110),3
Sr3IrN3 (0001),7.703402810163367,13.342685058371819,"Ir, N, Sr",Hexagonal,6/m,Sr3IrN3,(0001),3
Sr3IrN3 (1-100),5.30343206,7.703402810163367,"Ir, N, Sr",Hexagonal,6/m,Sr3IrN3,(1-100),3
Sr3IrN3 (1-102),7.703402810163367,14.358051266865376,"Ir, N, Sr",Hexagonal,6/m,Sr3IrN3,(1-102),3
Sr3IrN3 (11-20),5.30343206,13.342685058371819,"Ir, N, Sr",Hexagonal,6/m,Sr3IrN3,(11-20),3
Sr3MnN3 (0001),7.670702603983978,13.286046639851138,"Mn, N, Sr",Hexagonal,6/m,Sr3MnN3,(0001),3
Sr3MnN3 (1-100),5.26100725,7.670702603983978,"Mn, N, Sr",Hexagonal,6/m,Sr3MnN3,(1-100),3
Sr3MnN3 (1-102),7.670702603983978,14.289759711095645,"Mn, N, Sr",Hexagonal,6/m,Sr3MnN3,(1-102),3
Sr3MnN3 (11-20),5.26100725,13.286046639851138,"Mn, N, Sr",Hexagonal,6/m,Sr3MnN3,(11-20),3
Sr3MoN4 (100),9.908867184829152,10.32252788,"Mo, N, Sr",Monoclinic,2/m,Sr3MoN4,(100),3
Sr3OsN3 (0001),7.796544731712981,13.504011598810344,"N, Os, Sr",Hexagonal,6/m,Sr3OsN3,(0001),3
Sr3OsN3 (1-100),5.31448904,7.796544731712981,"N, Os, Sr",Hexagonal,6/m,Sr3OsN3,(1-100),3
Sr3OsN3 (1-102),7.796544731712981,14.51213709338099,"N, Os, Sr",Hexagonal,6/m,Sr3OsN3,(1-102),3
Sr3OsN3 (11-20),5.31448904,13.504011598810344,"N, Os, Sr",Hexagonal,6/m,Sr3OsN3,(11-20),3
Sr3P2 (001),9.355212217342748,9.355212217342748,"P, Sr",Tetragonal,-42m,Sr3P2,(001),2
Sr3P4 (001),5.867186673767836,14.32479434015183,"P, Sr",Orthorhombic,mm2,Sr3P4,(001),2
Sr3PN (100),5.05920313,5.05920313,"N, P, Sr",Cubic,m-3m,Sr3PN,(100),3
Sr3PN (110),5.05920313,7.154793681246414,"N, P, Sr",Cubic,m-3m,Sr3PN,(110),3
Sr3PN (111),7.154793681246414,12.39246617359155,"N, P, Sr",Cubic,m-3m,Sr3PN,(111),3
Sr3PbO (100),5.17250966,5.17250966,"O, Pb, Sr",Cubic,m-3m,Sr3PbO,(100),3
Sr3PbO (110),5.17250966,7.315033312677848,"O, Pb, Sr",Cubic,m-3m,Sr3PbO,(110),3
Sr3PbO (111),7.315033312677848,12.670009356616905,"O, Pb, Sr",Cubic,m-3m,Sr3PbO,(111),3
Sr3PbS4 (001),4.26703042,6.024637309999999,"Pb, S, Sr",Orthorhombic,mmm,Sr3PbS4,(001),3
Sr3PbS4 (010),4.26703042,8.539603999999999,"Pb, S, Sr",Orthorhombic,mmm,Sr3PbS4,(010),3
Sr3PbS4 (100),6.024637309999999,8.539603999999999,"Pb, S, Sr",Orthorhombic,mmm,Sr3PbS4,(100),3
Sr3PbS4 (011),4.26703042,10.450889492950349,"Pb, S, Sr",Orthorhombic,mmm,Sr3PbS4,(011),3
Sr3PbS4 (101),6.024637309999999,9.546328356076033,"Pb, S, Sr",Orthorhombic,mmm,Sr3PbS4,(101),3
Sr3PbS4 (110),7.382669119109254,8.539603999999999,"Pb, S, Sr",Orthorhombic,mmm,Sr3PbS4,(110),3
Sr3ReN3 (0001),7.830083715178938,13.562102822207594,"N, Re, Sr",Hexagonal,6/m,Sr3ReN3,(0001),3
Sr3ReN3 (1-100),5.427817,7.830083715178938,"N, Re, Sr",Hexagonal,6/m,Sr3ReN3,(1-100),3
Sr3ReN3 (1-102),7.830083715178938,14.607937237872438,"N, Re, Sr",Hexagonal,6/m,Sr3ReN3,(1-102),3
Sr3ReN3 (11-20),5.427817,13.562102822207594,"N, Re, Sr",Hexagonal,6/m,Sr3ReN3,(11-20),3
Sr3Rh4Pb13 (100),10.20436470340202,10.20436470340202,"Pb, Rh, Sr",Cubic,m-3m,Sr3Rh4Pb13,(100),3
Sr3Rh4Pb13 (110),10.20436470340202,14.431150958952442,"Pb, Rh, Sr",Cubic,m-3m,Sr3Rh4Pb13,(110),3
Sr3RhN3 (0001),7.689525297738107,13.318648501768598,"N, Rh, Sr",Hexagonal,6/m,Sr3RhN3,(0001),3
Sr3RhN3 (1-100),5.30627335,7.689525297738107,"N, Rh, Sr",Hexagonal,6/m,Sr3RhN3,(1-100),3
Sr3RhN3 (1-102),7.689525297738107,14.336768630991545,"N, Rh, Sr",Hexagonal,6/m,Sr3RhN3,(1-102),3
Sr3RhN3 (11-20),5.30627335,13.318648501768598,"N, Rh, Sr",Hexagonal,6/m,Sr3RhN3,(11-20),3
Sr3Ru2O7 (010),5.51935842,5.51936907,"O, Ru, Sr",Orthorhombic,mmm,Sr3Ru2O7,(010),3
Sr3RuN3 (0001),7.779946167695961,13.47526204260018,"N, Ru, Sr",Hexagonal,6/m,Sr3RuN3,(0001),3
Sr3RuN3 (1-100),5.29682378,7.779946167695961,"N, Ru, Sr",Hexagonal,6/m,Sr3RuN3,(1-100),3
Sr3RuN3 (1-102),7.779946167695961,14.47891671614678,"N, Ru, Sr",Hexagonal,6/m,Sr3RuN3,(1-102),3
Sr3RuN3 (11-20),5.29682378,13.47526204260018,"N, Ru, Sr",Hexagonal,6/m,Sr3RuN3,(11-20),3
Sr3SbI3 (100),13.438895140504464,13.438895140504464,"I, Sb, Sr",Cubic,432,Sr3SbI3,(100),3
Sr3SbN (100),5.194965139999999,5.194965139999999,"N, Sb, Sr",Cubic,m-3m,Sr3SbN,(100),3
Sr3SbN (110),5.194965139999999,7.3467901570434435,"N, Sb, Sr",Cubic,m-3m,Sr3SbN,(110),3
Sr3SbN (111),7.3467901570434435,12.725013824546174,"N, Sb, Sr",Cubic,m-3m,Sr3SbN,(111),3
Sr3SiO (001),7.13016274,7.15066135,"O, Si, Sr",Orthorhombic,mmm,Sr3SiO,(001),3
Sr3SiO (010),7.13016274,10.10705953,"O, Si, Sr",Orthorhombic,mmm,Sr3SiO,(010),3
Sr3SiO (100),7.15066135,10.10705953,"O, Si, Sr",Orthorhombic,mmm,Sr3SiO,(100),3
Sr3SiO (011),7.13016274,12.380816212404886,"O, Si, Sr",Orthorhombic,mmm,Sr3SiO,(011),3
Sr3SiO (101),7.15066135,12.36898835967793,"O, Si, Sr",Orthorhombic,mmm,Sr3SiO,(101),3
Sr3SiO (110),10.098077957773357,10.10705953,"O, Si, Sr",Orthorhombic,mmm,Sr3SiO,(110),3
Sr3Sn13Ir4 (100),9.880116363380964,9.880116363380964,"Ir, Sn, Sr",Cubic,m-3m,Sr3Sn13Ir4,(100),3
Sr3Sn13Ir4 (110),9.880116363380964,13.972594558917702,"Ir, Sn, Sr",Cubic,m-3m,Sr3Sn13Ir4,(110),3
Sr3Sn13Rh4 (100),9.870311520000326,9.870311520000326,"Rh, Sn, Sr",Cubic,m-3m,Sr3Sn13Rh4,(100),3
Sr3Sn13Rh4 (110),9.870311520000326,13.95872841643186,"Rh, Sn, Sr",Cubic,m-3m,Sr3Sn13Rh4,(110),3
Sr3Sn3Au8 (001),4.805574,9.803317,"Au, Sn, Sr",Orthorhombic,mmm,Sr3Sn3Au8,(001),3
Sr3Sn3Au8 (010),4.805574,14.269834,"Au, Sn, Sr",Orthorhombic,mmm,Sr3Sn3Au8,(010),3
Sr3Sn3Au8 (100),9.803317,14.269834,"Au, Sn, Sr",Orthorhombic,mmm,Sr3Sn3Au8,(100),3
Sr3Sn3Au8 (101),9.803317,15.0572807590558,"Au, Sn, Sr",Orthorhombic,mmm,Sr3Sn3Au8,(101),3
Sr3Sn3Au8 (110),10.917809563825749,14.269834,"Au, Sn, Sr",Orthorhombic,mmm,Sr3Sn3Au8,(110),3
Sr3Sn4Bi (001),8.99902546,8.99902546,"Bi, Sn, Sr",Tetragonal,4/mmm,Sr3Sn4Bi,(001),3
Sr3Sn4Bi (100),8.99902546,12.86646664,"Bi, Sn, Sr",Tetragonal,4/mmm,Sr3Sn4Bi,(100),3
Sr3Sn4Bi (101),8.99902546,15.701223615628214,"Bi, Sn, Sr",Tetragonal,4/mmm,Sr3Sn4Bi,(101),3
Sr3Sn4Bi (110),12.726543853672782,12.86646664,"Bi, Sn, Sr",Tetragonal,4/mmm,Sr3Sn4Bi,(110),3
Sr3Sn5 (001),8.668356275944191,10.726558617543196,"Sn, Sr",Orthorhombic,mmm,Sr3Sn5,(001),2
Sr3Sn5 (010),8.668356275944191,10.931980160000101,"Sn, Sr",Orthorhombic,mmm,Sr3Sn5,(010),2
Sr3Sn5 (100),10.726558617543196,10.931980160000101,"Sn, Sr",Orthorhombic,mmm,Sr3Sn5,(100),2
Sr3Sn5 (011),8.668356275944191,15.315588463856884,"Sn, Sr",Orthorhombic,mmm,Sr3Sn5,(011),2
Sr3Sn5 (101),10.726558617543196,13.951651900235214,"Sn, Sr",Orthorhombic,mmm,Sr3Sn5,(101),2
Sr3Sn5 (110),10.931980160000101,13.791282039835574,"Sn, Sr",Orthorhombic,mmm,Sr3Sn5,(110),2
Sr3SnO (100),5.151847200000001,5.151847200000001,"O, Sn, Sr",Cubic,m-3m,Sr3SnO,(100),3
Sr3SnO (110),5.151847200000001,7.285812181513856,"O, Sn, Sr",Cubic,m-3m,Sr3SnO,(110),3
Sr3SnO (111),7.285812181513856,12.619396872786238,"O, Sn, Sr",Cubic,m-3m,Sr3SnO,(111),3
Sr3TeO6 (001),5.864258040638817,6.06292504,"O, Sr, Te",Monoclinic,2/m,Sr3TeO6,(001),3
Sr3TeO6 (100),6.06292504,10.223493867559615,"O, Sr, Te",Monoclinic,2/m,Sr3TeO6,(100),3
Sr3Ti2O7 (001),3.908676048170187,3.908676048170187,"O, Sr, Ti",Tetragonal,4/mmm,Sr3Ti2O7,(001),3
Sr3U11O36 (001),6.790202,8.478872,"O, Sr, U",Orthorhombic,mmm,Sr3U11O36,(001),3
Sr3UO6 (001),6.011870754400411,6.24491972,"O, Sr, U",Monoclinic,2/m,Sr3UO6,(001),3
Sr3UO6 (100),6.24491972,10.473083432508433,"O, Sr, U",Monoclinic,2/m,Sr3UO6,(100),3
Sr3V2O7 (001),3.84848964867214,3.84848964867214,"O, Sr, V",Tetragonal,4/mmm,Sr3V2O7,(001),3
Sr3V2O8 (0001),5.61952848182831,9.73330884510703,"O, Sr, V",Trigonal,-3m,Sr3V2O8,(0001),3
Sr3WO6 (001),5.829985419904525,6.09125974,"O, Sr, W",Monoclinic,2/m,Sr3WO6,(001),3
Sr3WO6 (100),6.09125974,10.183030080693223,"O, Sr, W",Monoclinic,2/m,Sr3WO6,(100),3
Sr4(NiO3)3 (1-100),7.833842,9.543188657234646,"Ni, O, Sr",Trigonal,32,Sr4(NiO3)3,(1-100),3
Sr4(PPd)5 (010),4.16209022,8.65956729,"P, Pd, Sr",Orthorhombic,mmm,Sr4(PPd)5,(010),3
Sr4As2O (001),4.857748803716024,4.857748803716024,"As, O, Sr",Tetragonal,4/mmm,Sr4As2O,(001),3
Sr4As3 (001),10.99894385,12.2323335,"As, Sr",Orthorhombic,mmm,Sr4As3,(001),2
Sr4As3 (010),10.99894385,12.87201675,"As, Sr",Orthorhombic,mmm,Sr4As3,(010),2
Sr4As3 (100),12.2323335,12.87201675,"As, Sr",Orthorhombic,mmm,Sr4As3,(100),2
Sr4B14O25 (010),7.77466996,14.64515052,"B, O, Sr",Orthorhombic,mm2,Sr4B14O25,(010),3
Sr4Bi2O (001),5.03004412,5.03004412,"Bi, O, Sr",Tetragonal,4mm,Sr4Bi2O,(001),3
Sr4CN4 (001),3.82074641,12.29755643,"C, N, Sr",Orthorhombic,mmm,Sr4CN4,(001),3
Sr4CN4 (010),3.82074641,14.41649143,"C, N, Sr",Orthorhombic,mmm,Sr4CN4,(010),3
Sr4CN4 (100),12.29755643,14.41649143,"C, N, Sr",Orthorhombic,mmm,Sr4CN4,(100),3
Sr4CN4 (101),12.29755643,14.914198881629256,"C, N, Sr",Orthorhombic,mmm,Sr4CN4,(101),3
Sr4CN4 (110),12.877421996601736,14.41649143,"C, N, Sr",Orthorhombic,mmm,Sr4CN4,(110),3
Sr4Cu2O7 (001),5.44949814,6.726675536504872,"Cu, O, Sr",Monoclinic,2/m,Sr4Cu2O7,(001),3
Sr4Cu2O7 (100),5.44949814,10.749609883006471,"Cu, O, Sr",Monoclinic,2/m,Sr4Cu2O7,(100),3
Sr4GaSi3 (001),4.14757447,4.7881752,"Ga, Si, Sr",Orthorhombic,mm2,Sr4GaSi3,(001),3
Sr4GaSi3 (010),4.14757447,11.50746343,"Ga, Si, Sr",Orthorhombic,mm2,Sr4GaSi3,(010),3
Sr4GaSi3 (100),4.7881752,11.50746343,"Ga, Si, Sr",Orthorhombic,mm2,Sr4GaSi3,(100),3
Sr4GaSi3 (011),4.14757447,12.46388127104404,"Ga, Si, Sr",Orthorhombic,mm2,Sr4GaSi3,(011),3
Sr4GaSi3 (101),4.7881752,12.23209256738123,"Ga, Si, Sr",Orthorhombic,mm2,Sr4GaSi3,(101),3
Sr4GaSi3 (110),6.334745119583804,11.50746343,"Ga, Si, Sr",Orthorhombic,mm2,Sr4GaSi3,(110),3
Sr4GeAs4 (100),12.854441289999999,12.854441289999999,"As, Ge, Sr",Cubic,-43m,Sr4GeAs4,(100),3
Sr4GeP4 (100),12.539244779999999,12.539244779999999,"Ge, P, Sr",Cubic,-43m,Sr4GeP4,(100),3
Sr4In13Au9 (1-100),4.499267590000001,12.732465402296251,"Au, In, Sr",Hexagonal,-6m2,Sr4In13Au9,(1-100),3
Sr4In2N (001),5.2500435,5.2500435,"In, N, Sr",Tetragonal,4/mmm,Sr4In2N,(001),3
Sr4IrO6 (1-100),9.768005375665364,11.880145720363892,"Ir, O, Sr",Trigonal,-3m,Sr4IrO6,(1-100),3
Sr4Nb2O9 (0001),5.949109662329734,10.304160194954026,"Nb, O, Sr",Trigonal,-3,Sr4Nb2O9,(0001),3
Sr4Nb2O9 (1-100),5.949109662329734,15.942867,"Nb, O, Sr",Trigonal,-3,Sr4Nb2O9,(1-100),3
Sr4Nb2O9 (11-20),10.304160194954026,15.942867,"Nb, O, Sr",Trigonal,-3,Sr4Nb2O9,(11-20),3
Sr4Nb2O9 (0001),5.9087223317634265,10.234207286431102,"Nb, O, Sr",Hexagonal,6/m,Sr4Nb2O9,(0001),3
Sr4Nb2O9 (1-100),5.9087223317634265,15.76281255000179,"Nb, O, Sr",Hexagonal,6/m,Sr4Nb2O9,(1-100),3
Sr4Nb2O9 (11-20),10.234207286431102,15.76281255000179,"Nb, O, Sr",Hexagonal,6/m,Sr4Nb2O9,(11-20),3
Sr4P2O (001),4.814255657166646,4.814255657166646,"O, P, Sr",Tetragonal,4/mmm,Sr4P2O,(001),3
Sr4P2O (100),4.814255657166646,15.995377817463117,"O, P, Sr",Tetragonal,4/mmm,Sr4P2O,(100),3
Sr4P2O (110),6.808385643096468,15.995377817463117,"O, P, Sr",Tetragonal,4/mmm,Sr4P2O,(110),3
Sr4PdO6 (1-100),9.735659377057793,11.929122868836476,"O, Pd, Sr",Trigonal,-3m,Sr4PdO6,(1-100),3
Sr4PtO6 (1-100),9.763488745320272,11.943550282704186,"O, Pt, Sr",Trigonal,-3m,Sr4PtO6,(1-100),3
Sr4RhO6 (1-100),9.728574922844729,11.873637070254281,"O, Rh, Sr",Trigonal,-3m,Sr4RhO6,(1-100),3
Sr4Ru2O9 (1-100),8.032041350000018,9.679445841064258,"O, Ru, Sr",Trigonal,32,Sr4Ru2O9,(1-100),3
Sr4Sb2O (001),7.054451759965576,7.054451759965576,"O, Sb, Sr",Tetragonal,4/mmm,Sr4Sb2O,(001),3
Sr4SiAs4 (100),12.77859436,12.77859436,"As, Si, Sr",Cubic,-43m,Sr4SiAs4,(100),3
Sr4SiP4 (100),12.45999716,12.45999716,"P, Si, Sr",Cubic,-43m,Sr4SiP4,(100),3
Sr4Ta2O9 (0001),5.893319288623708,10.207528433121935,"O, Sr, Ta",Hexagonal,6/m,Sr4Ta2O9,(0001),3
Sr4Ta2O9 (1-100),5.893319288623708,15.721512883124895,"O, Sr, Ta",Hexagonal,6/m,Sr4Ta2O9,(1-100),3
Sr4Ta2O9 (11-20),10.207528433121935,15.721512883124895,"O, Sr, Ta",Hexagonal,6/m,Sr4Ta2O9,(11-20),3
Sr4TiAs4 (100),12.927612079999998,12.927612079999998,"As, Sr, Ti",Cubic,-43m,Sr4TiAs4,(100),3
Sr4TiP4 (100),12.629712370000002,12.629712370000002,"P, Sr, Ti",Cubic,-43m,Sr4TiP4,(100),3
Sr4U2O9 (001),6.23811,8.666627266932045,"O, Sr, U",Monoclinic,2/m,Sr4U2O9,(001),3
